title,authors,book_description,meta_all
INSECTOS Y OTROS BICHOS,,,Editorial: LAROUSSE Año de edición: 2009 Materia: Divulgación de 8 a 10 años ISBN: 978-84-8016-595-2 Páginas: 40 Encuadernación: Cartoné Colección: Increible Enciclopedia Larousse Idioma: Español
N/A,,,
INTERNADO 12 - LA LLAVE,,,Editorial: PLANETA Año de edición: 2009 Materia: Narrativa de 12 a 14 años ISBN: 978-84-08-08667-3 Páginas: 128 Encuadernación: Rústica Colección: Planeta Junior Idioma: Español
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
IYOKE Y EL TERRIBLE NIA,,,Editorial: EDELVIVES Año de edición: 2012 Materia: Narrativa de 3 a 6 años ISBN: 978-84-263-8531-4 Páginas: 12 Encuadernación: Cartoné Idioma: Español
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
JONAS BROTHERS 2010,Varios Autores,,Editorial: MEDIALIVE Año de edición: 2009 Materia: De 12 a 14 años ISBN: 978-84-92809-05-9 Páginas: 72 Encuadernación: Cartoné Colección: Anuario Idioma: Español
JMJ MADRID 2011,Varios Autores,,Editorial: PALABRA Año de edición: 2011 Materia: Religión para jóvenes ISBN: 978-84-9840-548-4 Páginas: 128 Encuadernación: Rústica Colección: Libros Reportaje Idioma: Español
JOHNNY TESTEL JOHNNY DEL PASADO Y DEL FUTURO,Varios Autores,,Editorial: LA GALERA Año de edición: 2012 Materia: Cómic infantil y juvenil ISBN: 978-84-246-4239-6 Páginas: 48 Colección: Comic Idioma: Español
N/A,,,
JORGE APRENDE A ATARSE LOS CORDONES,Varios Autores,,Editorial: ILUSTRADO LU Año de edición: 2015 Materia: Divulgación y aprendizaje de 3 a 6 años ISBN: 978-84-15372-92-9 Idioma: Español
JOVENES EXPLORADORES.EN EL FONDO DEL MAR,,,Editorial: GRAFALCO Año de edición: 2007 Materia: Divulgación de 10 a 12 años ISBN: 978-84-7773-878-7 Encuadernación: Rústica Colección: Jovenes Exploradores Idioma: Español
JUAN EL CARACOL. OJOS MÓVILES,,,Editorial: ESTUDIO DIDÁCTICO Año de edición: 2008 Materia: Narrativa de 3 a 6 años ISBN: 978-84-9786-351-3 Páginas: 8 Encuadernación: Cartoné Idioma: Español
JOYAS CLÁSICAS,Varios Autores,,Editorial: LIBSA/ TÉBAR FLORES Año de edición: 2010 Materia: Narrativa de 3 a 6 años ISBN: 978-84-7630-827-1 Páginas: 187 Encuadernación: Cartoné Idioma: Español
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
JUEGA CONMIGO ¡LLEGA EL CAMIÓN DE BOMBEROS!,Varios Autores,,Editorial: PANINI Año de edición: 2013 Materia: Juegos y actividades de 3 a 6 años ISBN: 978-88-7703-269-0 Idioma: Español
N/A,,,
N/A,,,
N/A,,,
N/A,,,
JUEGA Y DI TUS PRIMEROS COLORES. ESPAÑOL-INGLÉS,,,Editorial: MACMILLAN Año de edición: 2010 Materia: De 3 a 6 años ISBN: 978-84-7942-575-3 Páginas: 12 Encuadernación: Cartoné Colección: Infantil y Juvenil Idioma: Español
JUEGA Y PINTA CON LOS PETSHOP,Varios Autores,,Editorial: LA GALERA Año de edición: 2012 Materia: Juegos y actividades de 3 a 6 años ISBN: 978-84-246-4121-4 Páginas: 128 Encuadernación: Rústica Colección: Littlest Petshop Idioma: Español
JUEGA CON EL BARCO PIRATA,Varios Autores,,"Editorial: USBORNE Año de edición: 2010 Materia: Aprendizaje temprano, juegos y actividades ISBN: 978-1-4095-2987-3 Páginas: 14 Idioma: Español"
JUEGA CON POU,Varios Autores,,Editorial: PANINI Año de edición: 2014 Materia: Juegos y actividades de 3 a 6 años ISBN: 978-84-9024-711-2 Páginas: 32 Encuadernación: Rústica Colección: Panini Book Infantil Idioma: Español
JUEGA CON LA MEJOR LIGA DEL MUNDO,,,Editorial: SM Año de edición: 2010 Materia: Literatura infantil ISBN: 978-84-675-4395-7 Idioma: Español
JUEGA CON EN EL TALLER,Varios Autores,,Editorial: SM Año de edición: 2012 Materia: Juegos y actividades de 3 a 6 años ISBN: 978-84-675-5558-5 Páginas: 14 Encuadernación: Cartoné Idioma: Español
JUEGA CON LOS NUMEROS (COLECCION TROPA DE TRAPO),Varios Autores,,Editorial: LUPITA BOOKS Año de edición: 2008 Materia: Juegos y actividades de 3 a 6 años ISBN: 978-84-934577-7-8 Páginas: 10 Encuadernación: Cartoné Colección: Happets Idioma: Español
JUEGA Y DI TUS PRIMEROS NÚMEROS (ESPAÑOL-INGLÉS),Varios Autores,,Editorial: MACMILLAN Año de edición: 2009 Materia: De 0 a 3 años ISBN: 978-84-7942-298-1 Páginas: 14 Encuadernación: Cartoné Colección: Infantil y Juvenil Idioma: Español
"JUEGA, PEGA Y APRENDE. EMPIEZA A ESCRIBIR",,,Editorial: YOYO Año de edición: 2012 Materia: De 3 a 6 años ISBN: 978-84-08-10863-4 Páginas: 32 Encuadernación: Grapado Idioma: Español
JUEGA Y DI TUS PRIMERAS PALABRAS (ESPAÑOL-INGLÉS),Varios Autores,,"Editorial: MACMILLAN Año de edición: 2009 Materia: Aprendizaje temprano, juegos y actividades ISBN: 978-84-7942-299-8 Páginas: 14 Encuadernación: Cartoné Colección: Infantil y Juvenil Idioma: Español"
JUEGA CON LOS NÚMEROS,,,Editorial: YOYO Año de edición: 2012 Materia: Juegos y actividades de 3 a 6 años ISBN: 978-84-08-10930-3 Páginas: 22 Encuadernación: Cartoné Idioma: Español
JUEGA Y DI TUS PRIMEROS ANIMALES ESPAÑOL-INGLÉS,,,Editorial: MACMILLAN Año de edición: 2010 Materia: De 3 a 6 años ISBN: 978-84-7942-574-6 Páginas: 12 Encuadernación: Cartoné Colección: Infantil y Juvenil Idioma: Español
JUEGA CON ANGEL CAT SUGAR,Varios Autores,,Editorial: EVEREST Año de edición: 2012 Materia: Juegos y actividades de 3 a 6 años ISBN: 978-84-441-6840-1 Páginas: 24 Encuadernación: Rústica Colección: Angel Cat Sugar Idioma: Español
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
JUEGOS DE EXPRESIÓN ARTÍSTICA,Varios Autores,,Editorial: PARRAMÓN Año de edición: 2009 Materia: Juegos y actividades de 6 a 8 años ISBN: 978-84-342-2386-8 Páginas: 64 Encuadernación: Cartoné Colección: Educar Jugando Idioma: Español
N/A,,,
N/A,,,
N/A,,,
JUEGOS DE INGENIO. ILUSIONES ÓPTICAS,Varios Autores,,Editorial: BEASCOA Año de edición: 2010 Materia: Juegos y actividades de 6 a 8 años ISBN: 978-84-488-3082-3 Páginas: 128 Encuadernación: Pack Colección: Infantil Idioma: Español
JUGAMOS CON TRENES,Varios Autores,,Editorial: SUSAETA Año de edición: 2008 Materia: Juegos y actividades de 6 a 8 años ISBN: 978-84-305-6486-6 Páginas: 10 Encuadernación: Cartoné Idioma: Español
JUEGOS PARA VIAJAR POR EL ESPACIO,,,Editorial: SM Año de edición: 2007 Materia: Juegos y actividades de 10 a 12 años ISBN: 978-84-675-1566-4 Páginas: 22 Encuadernación: Cartoné Idioma: Español
JUGAMOS A DIBUJAR. LOS ANIMALES SALVAJES,Varios Autores,,Editorial: PANINI Año de edición: 2014 Materia: Juegos y actividades de 3 a 6 años ISBN: 978-88-7703-333-8 Páginas: 20 Idioma: Español
JUGAMOS CON EXCAVADORAS,Varios Autores,,Editorial: SUSAETA Año de edición: 2008 Materia: De 6 a 8 años ISBN: 978-84-305-6487-3 Páginas: 10 Encuadernación: Cartoné Idioma: Español
JUEGOS EN EL JARDÍN - PEQUEÑA PRINCESA - LIBRO DE ADHESIVIOS,Varios Autores,,Editorial: BEASCOA Año de edición: 2009 Materia: De 3 a 6 años ISBN: 978-84-488-2927-8 Páginas: 16 Encuadernación: Rústica Colección: Pequeña Princesa Idioma: Español
JUEGOS DE INGENIO,Varios Autores,,Editorial: BEASCOA Año de edición: 2008 Materia: Juegos y actividades de 8 a 10 años ISBN: 978-84-488-2819-6 Páginas: 25 Encuadernación: Estuche Colección: Titulo Unico Idioma: Español
JUEGOS DE INGENIO,,,Editorial: PLANETA Año de edición: 2009 Materia: Juegos y actividades de 8 a 10 años ISBN: 978-84-08-06139-7 Páginas: 94 Idioma: Español
JUGAMOS A DIBUJAR HADAS DRAGONES BRUJAS,Varios Autores,,Editorial: PANINI Año de edición: 2013 Materia: Juegos y actividades de 6 a 8 años ISBN: 978-88-7703-331-4 Idioma: Español
JUEGOS Y ACTIVIDADES PARA NIÑOS,Varios Autores,,Editorial: BLUME Año de edición: 2013 Materia: Juegos y actividades de 8 a 10 años ISBN: 978-84-9801-713-7 Páginas: 128 Encuadernación: Cartoné Idioma: Español
JUGAMOS EN LA GRANJA,Varios Autores,,Editorial: BRUÑO Año de edición: 2010 Materia: De 3 a 6 años ISBN: 978-84-216-8475-7 Páginas: 48 Encuadernación: Pack Colección: Libro Imanes Idioma: Español
JUERGA EN LA SELVA,Varios Autores,,"Editorial: LIBRO DIVO Año de edición: 2013 Materia: Baño, tela, sonoros... ISBN: 978-84-15557-84-5 Páginas: 8 Encuadernación: Cartoné Idioma: Español"
JUGAMOS EN LA GRANJA,,,Editorial: TIMUN MAS Año de edición: 2011 Materia: Para leer a los niños ISBN: 978-84-08-10315-8 Páginas: 10 Encuadernación: Cartoné Colección: Babyboo Crece Con Cada Cuento Idioma: Español
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
JUGUEMOS A LOS BOMBEROS,Varios Autores,,Editorial: VOX Año de edición: 2008 Materia: De 3 a 6 años ISBN: 978-84-7153-578-8 Páginas: 40 Encuadernación: Cartoné Idioma: Español
JUGUEMOS A COCINEROS,Varios Autores,,Editorial: VOX Año de edición: 2008 Materia: De 3 a 6 años ISBN: 978-84-7153-577-1 Páginas: 40 Encuadernación: Cartoné Idioma: Español
JUGUETES. ESCUELA. CALLE. TRANSPORTES,,,Editorial: LIBSA Año de edición: 2011 Materia: De 0 a 3 años ISBN: 978-84-662-2418-5 Páginas: 40 Encuadernación: Pack Colección: Chiquitines Idioma: Español
JUGUETES,Varios Autores,,"Editorial: BALLON Año de edición: 2014 Materia: Aprendizaje temprano, juegos y actividades ISBN: 978-90-374-9314-6 Páginas: 20 Encuadernación: Cartoné Idioma: Español"
JUGANDO A LOS CUENTOS,Varios Autores,,Editorial: CULTURAL S.A. Año de edición: 2013 Materia: Juegos y actividades de 6 a 8 años ISBN: 978-84-8369-275-2 Páginas: 75 Encuadernación: Cartoné Idioma: Español
JULIA Y DORI,Varios Autores,,Editorial: IMAGE BOOKS Año de edición: 2013 Materia: Narrativa de 3 a 6 años ISBN: 978-94-6144-900-9 Páginas: 10 Idioma: Español
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
KIKA SUPERBRUJA. TODO SOBRE DINOSAURIOS,Varios Autores,,Editorial: BRUÑO Año de edición: 2007 Materia: Narrativa de 10 a 12 años ISBN: 978-84-216-9683-5 Páginas: 50 Encuadernación: Cartoné Idioma: Español
KIKA SUPERBRUJA. TODO SOBRE LOS ANTIGUOS EGIPCIOS,Varios Autores,,Editorial: BRUÑO Año de edición: 2008 Materia: Narrativa de 10 a 12 años ISBN: 978-84-216-8089-6 Páginas: 50 Encuadernación: Cartoné Idioma: Español
KIKA SUPERBRUJA: TODO SOBRE LOS CABALLEROS,Varios Autores,,Editorial: BRUÑO Año de edición: 2008 Materia: Narrativa de 10 a 12 años ISBN: 978-84-216-8090-2 Páginas: 50 Encuadernación: Cartoné Idioma: Español
KIKA SUPERBRUJA. TODO SOBRE PIRATAS,Varios Autores,,Editorial: BRUÑO Año de edición: 2007 Materia: Narrativa de 10 a 12 años ISBN: 978-84-216-9682-8 Páginas: 48 Encuadernación: Cartoné Idioma: Español
KIWI,,,Editorial: TAKATUKA Año de edición: 2008 Materia: De 3 a 6 años ISBN: 978-84-936766-4-3 Páginas: 28 Encuadernación: Cartoné Idioma: Español
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
LA ABEJA MAYA. MAYA Y SUS AMIGOS,Varios Autores,,Editorial: PLANETA JUNIOR Año de edición: 2013 Materia: Juegos y actividades de 3 a 6 años ISBN: 978-84-08-03100-0 Páginas: 24 Encuadernación: Rústica Idioma: Español
LA ABUELA ME QUIERE,,,Editorial: LIBRO DIVO Año de edición: 2015 Materia: Narrativa de 3 a 6 años ISBN: 978-84-15919-58-2 Encuadernación: Rústica Idioma: Español
L'ANEGUET LLEIG LLIBRE AMB 6 PUZLES,,,Editorial: LU (LIBRERÍA UNIVERSITARIA) Año de edición: 2012 Materia: Juegos y actividades de 3 a 6 años ISBN: 978-84-96445-84-0 Páginas: 10 Encuadernación: Cartoné Idioma: Español
L'ARNA CINABRI I L'ILLA DE LES OMBRES,,,Editorial: EDITORIALES VARIAS Año de edición: 2009 Materia: Narrativa de 6 a 8 años ISBN: 978-84-92691-44-9 Páginas: 128 Encuadernación: Cartoné Idioma: Español
L´UNIVERS,,,Editorial: LAROUSSE Año de edición: 2011 Materia: De 3 a 6 años ISBN: 978-84-8016-953-0 Páginas: 38 Idioma: Español
L´UNIVERS,Varios Autores,,Editorial: LAROUSSE Año de edición: 2012 Materia: Divulgación de 8 a 10 años ISBN: 978-84-15411-27-7 Páginas: 40 Encuadernación: Cartoné Idioma: Español
N/A,,,
N/A,,,
